ЗМІ;Рік;Місяць;День;Назва;Колєсніков;Солошенко;Мазур;Шилова;Антипов;Мороз;Вілкул;Резник;Партія регіонів;УДАР;КПУ;Батьківщина;Виконком;Кошти;Освіта;Газета;Комунальна власність;Референдум;ЖКХ;Комісія;Податки;Підприємництво;Земля;Бюджет;ЗМІ;Народ;Соціально-економічний розвиток;Медицина;Звалище;Дитсадки;Рейдерство;Прокуратура;Корупція;Сесія;Будівництво;Транспорт;Новомосковськ;Регламент;Звернення;Охорона;Проблема;Красть;Громадськість;Кладовище;Благоустрій;Допомога;Спорт;Школа;Кількість слів;Лексична насиченість
Новомосковськ європейський;2012;10;11;На Донбасі агітацію за Регіони розмістили на гривневих купюрах;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1,1666666667
Новомосковськ європейський;2012;12;11;Ківш, який став причиною загибелі сталеварів у Маріуполі, був виготовлений в Росії;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1,3333333333
Новомосковськ європейський;2013;1;8;У суботу в Дніпропетровську відбудеться сніжна битва;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1,3023255814
nasamari;2013;4;24;ПОКРАЩЕННЯ ЦІНОЮ ЖИТТІВ або Медична реформа в Україні. (ВІДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57;1,2391304348
nmsk.dp.ua;2012;10;5;Знай наших!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;57;1,14
nmsk.dp.ua;2013;8;15;Воду возможно дадут раньше обещанного времени;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1,1875
Новомосковськ європейський;2012;8;29;Українські підприємства винні працівникам майже мільярд гривень;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1,3902439024
Новомосковськ європейський;2012;12;9;Британські вчені досліджують підземне озеро в Антарктиці;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1,0961538462
Новомосковськ європейський;2012;12;13;У Києві невідомий розстріляв охорону супермаркету;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57;1,2666666667
Новомосковськ європейський;2013;1;4;Земля повністю оповита високотехнічними кабелями;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1,0363636364
Новомосковськ європейський;2013;2;16;Чечетов заборонить ходить до Ради у вишиванці;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;57;1,2391304348
Samara.in.ua;2012;11;23;24 листопада – День пам’яті жертв Голодомору;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1,6764705882
nasamari;2013;8;24;В Украине нанять титушка стоит $25 (ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;58;1,3181818182
nmsk.dp.ua;2013;3;11;Пробежка за ЗОЖ и общая тренировка;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;59;1,4390243902
Новомосковськ європейський;2012;9;25;За 2 роки з України вивезли цілий держбюджет;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1,3409090909
Новомосковськ європейський;2012;12;18;Вчені з’ясували, чому в оленя Санта-Клауса червоний ніс;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1,3111111111
Новомосковськ європейський;2013;1;9;Янукович вніс кандидатуру на голову Нацбанку;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;1,1346153846
nasamari;2013;5;4;Поздравления с Пасхой !;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;60;1,1764705882
nasamari;2012;9;8;ПОМОГИТЕ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;61;1,1296296296
nasamari;2013;6;28;В Запорожье горел завод (ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1,22
Новомосковськ європейський;2012;11;30;Послугу зміни мобільного оператора планують зробити безкоштовною;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1,2448979592
Новомосковськ європейський;2012;12;18;Україна ризикує втратити половину виноградників і фруктових садів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1,0892857143
Новомосковськ європейський;2012;12;20;Зовнішній борг України досяг майже $129 мільярдів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1,4878048781
Новомосковськ європейський;2012;12;22;Gangnam Style набрав мільярд переглядів на YouTube;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1,1296296296
Новомосковськ сьогодні;2013;7;16;У Новомосковськ приїде УМАТУРМАН;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;62;1,24
Новомосковськ європейський;2012;10;3;Верховна Рада заборонила іноземцям купувати землю сільгосппризначення;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;62;1,1481481482
Новомосковськ європейський;2012;12;6;В Іраку місцевий житель будує саморобний гелікоптер;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;62;1,3191489362
Новомосковськ європейський;2012;12;12;Опозиція у перший день роботи нової Ради прийшла у чорних футболках;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1,3191489362
Новомосковськ європейський;2012;12;12;Депутати від ВО Свобода спиляли паркан біля Ради;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1,1923076923
Новомосковськ європейський;2012;12;13;Повалій в Раді вистукувала пальцями Тушку геть!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1,24
Новомосковськ європейський;2013;2;17;Керівництво Facebook заявляє про кібератаку;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1,1272727273
Новомосковськ європейський;2013;3;12;Дорогому й непопулярному Хюндаю додадуть зупинок;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;62;1,1071428571
nmsk.dp.ua;2012;9;18;Фотофакт;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;1,1052631579
Новомосковськ європейський;2012;8;27;Передвиборча реклама почала смішити виборців;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;63;1,0862068966
Новомосковськ європейський;2013;1;8;Новий транспорт у Донецьку — автобуси з пічкою-буржуйкою;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;63;1,2352941177
Новомосковськ європейський;2013;1;9;Янукович змінив керівництво СБУ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;1,3404255319
Новомосковськ європейський;2013;5;31;Парламентська проФФесура третина народних депутатів України має науковий ступінь;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;1,4318181818
nasamari;2013;2;25;Війна із;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;64;1,2075471698
Новомосковськ європейський;2013;1;11;Міліція купила тисячу загороджувальних турнікетів. Попереду вибори;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;1,1034482759
Новомосковськ європейський;2013;2;7;Українських хлопців цієї весни востаннє викличуть на строкову службу до армії;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;1,1228070175
nasamari;2012;12;1;ВСЯ  ПРАВ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;1,2745098039
nmsk.dp.ua;2012;8;27;Фотофакт;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;65;1,0655737705
nmsk.dp.ua;2013;2;21;Війна із МАФами;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;65;1,2264150943
Новомосковськ сьогодні;2013;9;25;Новомосковськ на вихідних відгуляв подвійне свято;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;65;1,1818181818
Новомосковськ європейський;2012;9;30;Українські вибори вже зацікавили понад 600 міжнародних спостерігачів;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;65;1,2037037037
Новомосковськ європейський;2013;2;1;Видачу біометричних паспортів знову відклали;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;1,1403508772
Новомосковськ європейський;2013;6;6;Українцям хочуть закрити доступ до піратських сайтів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;65;1,1607142857
nmsk.dp.ua;2012;12;6;Жизнь девочки может спасти только пересадка печени!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;66;1,3469387755
nmsk.dp.ua;2013;6;6;Обережно! Пожежі!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;66;1,1578947368
Новомосковськ європейський;2012;10;1;Новий прожитковий мінімум в Україні складає 1060 гривень – закон;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;66;1,4666666667
Новомосковськ європейський;2012;12;4;Україна планує набрати боргів на 135 млрд;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;1,4042553192
Новомосковськ європейський;2012;12;7;На архіви цього року витратять 58 мільйонів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;66;1,1578947368
Новомосковськ європейський;2012;12;8;Як втілюють мегапроекти з дослідження Всесвіту;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;66;1,1
Новомосковськ європейський;2013;1;23;У Дніпропетровській області вибухнув снаряд часів Другої світової, є жертва;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;1,1785714286
Новомосковськ європейський;2013;1;25;Дніпропетровські оператори зв’язку збільшили прибутки вдвічі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;1,1379310345
Новомосковськ європейський;2013;3;19;Першим заступником міністра внутрішніх справ призначили генерала з Донецька;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;1,34
nasamari;2013;8;2;13 детей отравились в детском саду Одесской области;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;68;1,3076923077
nasamari;2013;9;15;Новомосковский РЭС демонстрирует чудеса;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;68;1,2142857143
Новомосковськ європейський;2012;9;19;Під Дніпропетровськом заправка мало не злетіла в повітря;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;1,2592592593
Новомосковськ європейський;2012;10;26;Євгенія Тимошенко голосуватиме у Дніпропетровську;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;68;1,3333333333
Новомосковськ європейський;2012;11;30;Ліна Костенко не прийняла відзнаку Золотий письменник України;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;1,1724137931
Новомосковськ європейський;2012;12;5;Уряд хоче збільшити фінансування Генпрокуратури на 20%;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;1,2142857143
Новомосковськ європейський;2012;12;6;МВС віддало три мільйони за сервіс для відеоконференцій;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;1,1724137931
Новомосковськ європейський;2012;12;10;З сьогоднішнього дня заборонена реклама ліків від застуди;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;70;1,1666666667
Новомосковськ європейський;2012;12;12;Поліція Канади надіслала злочинцям різдвяні листівки;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;1,1111111111
Новомосковськ європейський;2012;12;29;АМКУ дозволив Ахметову купити акції Коксохімпрому та Донецьккоксу;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;1,2962962963
Новомосковськ європейський;2012;12;3;Новообрані депутати не віддадуть недоторканність;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;1,224137931
Новомосковськ європейський;2012;12;9;Янукович висунув Азарова;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;1,1833333333
Новомосковськ європейський;2012;12;10;Рекордсменка Ніна Геря протягнула дві вантажівки вагою 15 тонн на 30 метрів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;71;1,3148148148
nasamari;2013;7;20;Правдивый фильм о войне, запрещен к показу  (ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;1,2
Новомосковськ сьогодні;2013;7;24;П'яний водій віз людей на відпочинок з Новомосковська в Кирилівку;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;72;1,3333333333
Новомосковськ європейський;2012;8;21;У Дніпропетровській області на фермі знайшли 630 снарядів часів війни;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;1,2413793103
Новомосковськ європейський;2012;11;30;Тетріс став витвором мистецтва;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;1,1076923077
Новомосковськ європейський;2013;2;2;Чверть мільярда еккаунтів у Twitter були атаковані хакерами;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;1,125
Новомосковськ європейський;2012;8;26;Десантники на танках і вертольотах розбили табір ворога. Фоторепортаж;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;73;1,0895522388
Новомосковськ європейський;2012;11;3;За Партію регіонів проголосували 6000000 заляканих і хворих;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;1,2586206897
Новомосковськ європейський;2012;12;2;У Новій Зеландії святкували Національний день шльопанців;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;73;1,3518518519
Новомосковськ європейський;2012;12;28;Українців залишилось менше 46 мільйонів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;1,4038461539
Новомосковськ європейський;2013;2;12;Обслуговування телевізорів у кабінетах керівників Нафтогазу коштує 174 тисячі гривень;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;1,0428571429
Новомосковськ європейський;2013;2;21;Рекорд на папері;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;73;1,1967213115
nmsk.dp.ua;2012;10;11;Кубок Украины 2011 года;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;74;1,298245614
Новомосковськ європейський;2012;10;24;ООН назвала Дніпропетровськ містом, яке вимирає;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1,2333333333
Новомосковськ європейський;2012;11;28;Нова Верховна Рада запрацює;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1,15625
Новомосковськ європейський;2012;12;12;Саламатін обматюкав охоронця у Верховній Раді;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;74;1,1935483871
Новомосковськ європейський;2012;12;27;Лист Санта-Клаусу вагою 160 кг потрапив у книгу рекордів Гіннеса;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1,15625
Новомосковськ європейський;2013;1;11;Сьогодні відзначається Міжнародний день спасибі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1,1746031746
Новомосковськ європейський;2013;6;26;Їздити по Україні на авто з іноземними номерами можна не більше 20 днів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1,275862069
Samara.in.ua;2013;6;18;Літо лише розпочалось, а деяким людям вже зриває дах.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1,8048780488
nasamari;2013;1;12;Цены на ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;1,2711864407
Новомосковськ європейський;2012;8;24;Вітання до Самарців з Днем Незалежності України;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;1,1194029851
Новомосковськ європейський;2012;9;13;На території дитсадка у Дніпропетровській області знайшли міну;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;75;1,25
Новомосковськ європейський;2012;12;5;Під Межигір’ям розгортають комплекс протиповітряної оборони для захисту польотів Януковича;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;1,2295081967
Новомосковськ європейський;2012;12;9;Нащадки Майя розпочали підготовку до кінця світу;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;1,25
Новомосковськ європейський;2012;12;12;У Вірменії букмекери намагаються заробити на кінці світу;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;1,1363636364
