ЗМІ;Рік;Місяць;День;Назва;Колєсніков;Солошенко;Мазур;Шилова;Антипов;Мороз;Вілкул;Резник;Партія регіонів;УДАР;КПУ;Батьківщина;Виконком;Кошти;Освіта;Газета;Комунальна власність;Референдум;ЖКХ;Комісія;Податки;Підприємництво;Земля;Бюджет;ЗМІ;Народ;Соціально-економічний розвиток;Медицина;Звалище;Дитсадки;Рейдерство;Прокуратура;Корупція;Сесія;Будівництво;Транспорт;Новомосковськ;Регламент;Звернення;Охорона;Проблема;Красть;Громадськість;Кладовище;Благоустрій;Допомога;Спорт;Школа;Кількість слів;Лексична насиченість
Новомосковськ європейський;2012;9;14;Квиток з небуття;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;580;1,6201117318
nasamari;2013;3;21;ПР И КПУ ИНИЦИИРУЮТ ОТСТАВКУ КОРОЛЕВСКОЙ;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;581;1,4897435897
Новомосковськ європейський;2012;9;10;Чекати, поки дурні помудрішають – життя не вистачить;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581;1,4101941748
Новомосковськ європейський;2012;9;18;Правила Клізми;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;581;1,3174603175
Новомосковськ європейський;2012;11;20;Новий КПК — сталінізм у європейській обгортці;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;581;1,5917808219
Samara.in.ua;2013;3;23;Враження пасажира обстріляної маршрутки;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;581;1,782208589
Новомосковськ європейський;2013;1;8;Хто ж такий Тесла Видатний винахідник Чи посланець інопланетян;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;582;1,4846938776
Новомосковськ європейський;2013;4;7;Американці вивчають українську мову у вашингтонській Криївці;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;582;1,5687331536
Samara.in.ua;2012;9;10;НЕ голосуй — бо ПРОГРАЄШ, або місія їх нездійсненна;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;582;1,8301886793
Samara.in.ua;2013;2;6;Как милиция всем райотделом штурмовала завод;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;582;1,7168141593
Новомосковськ сьогодні;2013;6;28;Бережіть дітей від жорстокості;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;583;1,7402985075
Новомосковськ сьогодні;2013;5;29;Дитячий садок – територія Безпеки дитини;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;584;1,4278728606
Samara.in.ua;2013;3;22;У Дніпрі з’явилися 18 нових видів риб;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584;3,2994350283
nasamari;2012;10;29;Итоги вы;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585;1,6525423729
Новомосковськ європейський;2012;12;2;Кадрові призначення в уряді та Раді;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588;1,6945244957
Новомосковськ європейський;2012;8;30;Дід Шовкун;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;589;1,5623342175
Новомосковськ європейський;2012;9;28;ХАнка для Януковича;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;589;1,4296116505
Samara.in.ua;2012;12;9;21.12.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;589;1,5833333333
nmsk.dp.ua;2012;8;11;Громадянський рух Чесно;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;590;1,6120218579
Новомосковськ європейський;2012;10;26;Кому дістанеться Лисичанський нафтопереробний завод;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590;1,5733333333
nasamari;2013;8;3;Кто учит регионалов правильно говорить;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;591;1,4592592593
Новомосковськ сьогодні;2012;8;22;Голосування за принципом подяки;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;591;1,4665012407
Новомосковськ європейський;2012;9;19;19 вересня — День народження смайлика;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;591;1,4812030075
Новомосковськ європейський;2012;12;7;ВВС Україна Старт будівництва Південного потоку. Кому потрібен газ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;591;1,6982758621
Новомосковськ європейський;2012;8;22;Справжній патріот завжди відчуває себе військовозобов’язаним до своєї країни …;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;592;1,5702917772
Samara.in.ua;2012;10;24;На финишной прямой;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592;2,0992907801
nasamari;2012;9;27;Открыто;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;594;1,4142857143
Samara.in.ua;2013;7;3;Міністр МВС України Дайте грошей – не будемо ґвалтувати!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;594;1,8917197452
Новомосковськ європейський;2012;10;29;Німецькі спостерігачі побачили вчора українські дива;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;596;1,5767195767
Новомосковськ європейський;2013;2;25;В Україні знову хочуть заборонити секонд-хенд;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;598;1,4479418886
Samara.in.ua;2012;8;13;На сесії міськради прийняті рішення, актуальні для життєдіяльності міста;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;599;1,7987987988
Samara.in.ua;2013;1;4;Sta Viator!  … остановись, прохожий!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;600;2,1978021978
Samara.in.ua;2013;6;18;Парк ракет для Удода за бюджетні 12 млн. побудує депутат-регіонал;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;600;2,8985507246
Новомосковськ сьогодні;2013;8;6;Сергій Мороз Адекватне фінансування дозволило в 2012 році забезпечити нормальну роботу 7 амбулаторій центру первинної медико-саніта;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;601;1,5292620865
Новомосковськ європейський;2012;12;17;Українська книга в очікуванні нищівного удару російського монополіста;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;601;1,4174528302
Новомосковськ європейський;2013;3;16;Більше 10 літераторів уславили феномен Януковича;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;602;1,5012468828
nasamari;2013;7;26;Эксперты Коломойский начал войну с сыном Януковича;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;603;1,608
Новомосковськ європейський;2013;2;24;Схема Арбузова і Клименка по збиранню грошей з кожної каси в магазині принесе офшорам і фірмі-привиду 100 мільйонів на рік;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;603;1,4743276284
Новомосковськ європейський;2012;8;17;Складено список порушників передвиборчого процесу в Дніпропетровській області;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;605;1,5755208333
Samara.in.ua;2013;4;15;Школяра засудили за телефонний тероризм;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;605;2,8403755869
nasamari;2013;6;21;Регіонали влаштували переворот на засіданні ТСК з побиття журналістів;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;606;1,7876106195
nasamari;2013;8;7;Проклятие Аграрного фонда или как зерно исчезает;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;606;1,5905511811
Новомосковськ європейський;2012;11;23;На Дніпропетровщині, створюючи фільм про Голодомор, їдять плецики з лободи і кропиви;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;607;1,5890052356
Новомосковськ європейський;2013;4;12;Гайдамаки Годі спати, годі боятися, годі брехати собі й іншим!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;1,6584699454
Новомосковськ європейський;2012;9;4;Пенсія;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;608;1,5629820051
Samara.in.ua;2013;1;29;Не робіть біле чорним;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;608;1,6344086022
Новомосковськ європейський;2012;10;16;Міліція закриває очі на ксенофобію і расизм в Україні;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;609;1,3443708609
Новомосковськ сьогодні;2013;2;6;Нова Мекка хто і чому тікає в Росію;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;610;1,4987714988
Новомосковськ сьогодні;2012;10;10;Новомосковські козаки повернулись з грандіозного міжнародного фестивалю Любо!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;611;1,5788113695
Новомосковськ європейський;2012;12;8;На Чортківщині в Білецькому лісництві знайдено унікальний тайник УПА;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;612;1,4366197183
Новомосковськ європейський;2013;4;8;Чи буде край безглуздим чергам;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;612;1,4265734266
Новомосковськ європейський;2013;1;10;Секретна переписка нового глави СБУ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;613;1,6131578947
Новомосковськ європейський;2012;9;8;Влада шукає попа Гапона готуються мітинги правильних незадоволених, які окупують Майдан 29 жовтня;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;615;1,4203233256
Новомосковськ європейський;2012;12;18;Вбивство судді у Харкові не має стосунку до психіатрії;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;615;1,6711956522
Новомосковськ європейський;2013;2;27;Злочини без покарання;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;615;1,388261851
nasamari;2012;10;9;Партия р;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;616;1,5477386935
nmsk.dp.ua;2013;7;15;ИНТЕРПАЙП НМТЗ поздравляет жителей Новомосковска с приближающимся Днем Металлурга!;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;616;1,5323383085
nasamari;2012;11;9;В Крыму м;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;617;1,8308605341
nmsk.dp.ua;2012;9;9;Собор – душа, центральна площа – серце міста;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;618;1,6436170213
Новомосковськ європейський;2013;2;21;Українські мойсеї;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;618;1,564556962
Samara.in.ua;2013;2;3;Вендетта по-закарпатски В области жгут машины чиновников и правоохранителей;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;2,0496688742
Новомосковськ європейський;2012;11;26;Любомир Гузар Беріться до роботи, люди добрі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;620;2,0064724919
nasamari;2013;7;22;Сандею Аделадже светит 12 лет;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;621;1,5923076923
Новомосковськ сьогодні;2012;8;9;Передвиборна аналітика битва за виборця;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;622;1,6240208877
Samara.in.ua;2012;11;22;Уже не до шуток;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;622;1,5434243176
Samara.in.ua;2013;6;20;Влада Дніпропетровщини зупинить підприємства і транспорт чтобы помнили;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;622;2,312267658
Новомосковськ європейський;2012;12;2;Фальшива газова угода. Як нагріли Україну;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;623;1,4833333333
Новомосковськ європейський;2013;4;5;Червоне полотно, лляне пасмо, свічка й ніж мали бути освячені вийшла книга про українських знахарів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;624;1,441108545
Новомосковськ європейський;2013;6;4;Україномовне завтра настане невідомо коли;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;624;1,7049180328
Новомосковськ європейський;2013;6;11;На Полтавщині воєнізовані підлітки влаштували свято перемоги українців над російськими військами;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;624;1,4054054054
nasamari;2013;5;21;Спортсмен із групи Вадіка Румуна Регіонали нас жорстко підставили (ВИДЕО);0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;625;1,6711229947
nasamari;2013;8;13;Редактор Експресу Ігор Починок Ми відмовили Арбузову та Вілкулу – можливо, через це вони й вистрибують із трусів;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;625;1,5586034913
Новомосковськ європейський;2012;8;10;Громадсько-політичний Форум ЧЕСНІ вибори оцінював доброчесність нардепів;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;625;1,4705882353
Новомосковськ європейський;2013;2;19;Анатомія тероризму;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;1,423690205
Новомосковськ європейський;2012;9;27;Україна готується до масової приватизації держмайна під роздачу потрапить і Нафтогаз;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;626;1,5888324873
Новомосковськ європейський;2012;12;20;Янукович готує Путіну подарунки під ялинку — здачу національних інтересів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;626;1,4592074592
Samara.in.ua;2012;8;5;Днiпро смердить;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;626;2,504
nasamari;2013;9;23;Украина идет на Запад и на дно (ВИДЕО);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;627;1,464953271
Новомосковськ сьогодні;2012;8;22;Якщо забрати річку, люди підуть напролом;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;627;1,4822695036
Samara.in.ua;2013;1;26;Известный украинский журналист заявил, что его арестуют;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;628;1,5354523227
nasamari;2013;5;6;Північ України по вуха у Дніпрі (ВІДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;630;1,5594059406
Новомосковськ європейський;2013;1;23;Молодь не відчуває різниці між Заходом і Сходом;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;630;1,4651162791
Новомосковськ сьогодні;2013;7;25;Багато галасу з нічого, або Дитячі майданчики як яблуко розбрату;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;1;632;1,7173913044
Новомосковськ європейський;2012;12;20;Хто протер найбільше штанів у парламенті;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;632;1,508353222
Новомосковськ європейський;2012;12;21;Здобутки проФФесіоналів. Бюджет для своїх;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;632;1,5879396985
Новомосковськ європейський;2013;3;1;На Дніпропетровщині зачищають лікарні перед виборами;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;632;1,5604938272
Samara.in.ua;2013;1;1;Бідні та багаті в Україні нездоланна прірва;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;632;1,6943699732
Новомосковськ європейський;2012;9;30;Алкоголізм українців вигідний олігархам;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;633;1,3973509934
Новомосковськ європейський;2013;2;23;Генпрокуратура готова офіційно звинуватити Кучму у співучасті у вбивстві Гонгадзе;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;634;1,5889724311
Новомосковськ європейський;2013;7;1;Нардеп каже, що якби українці почули, що про них казали у Москві, то голосували б руками і ногами за євроінтеграцію;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;635;1,4431818182
Новомосковськ європейський;2013;1;7;Чому не шукають винних у справі Hyundai;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;636;1,4292134832
Samara.in.ua;2013;2;13;Укрпошта може стати чистим монополістом ринку;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;637;3,018957346
Новомосковськ європейський;2012;10;10;Махновщина проти Ахметовщини;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;638;1,3488372093
Samara.in.ua;2013;2;27;Громадськість Дніпродзержинська категорично проти музею Брежнєва;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;638;1,5714285714
